gid,geom,cod_pcia,cod_depto,nom_depto,cod_ase,nombre,tipo,cod_aglo,nom_aglo,cod_agl,nom_agl,lat_gd,long_gd,lat_gs,long_gs,fuente
"12210",MULTIPOINT(-60.7069216732872 -33.1262945685022),"82",Santa Fe,Rosario,"82084300",Villa del Plata,Componente de localidad compuesta,"6834",Villa del Plata - El Caramelo,"823456",Villa Amelia,"-33.126295","-60.706922","-33º 7'35""","-60º42'25""",INDEC
"12211",MULTIPOINT(-60.6984776478447 -33.0910657594171),"82",Santa Fe,Rosario,"82084050",Arbilla,Localidad simple,"4177",Arbilla,"823372",Alvear,"-33.091066","-60.698478","-33º 5'28""","-60º41'55""",INDEC
"12212",MULTIPOINT(-60.8061899822764 -33.1280901191077),"82",Santa Fe,Rosario,"82084030",Álvarez,Localidad simple,"0477",Álvarez,"823365",Álvarez,"-33.128090","-60.806190","-33º 7'41""","-60º48'22""",INDEC
"12213",MULTIPOINT(-60.6198434734122 -33.0578411745076),"82",Santa Fe,Rosario,"82084040",Alvear,Localidad simple,"1076",Alvear,"823372",Alvear,"-33.057841","-60.619843","-33º 3'28""","-60º37'11""",INDEC
"12214",MULTIPOINT(-60.7134010873951 -33.128516221415),"82",Santa Fe,Rosario,"82084120",El Caramelo,Componente de localidad compuesta,"6834",Villa del Plata - El Caramelo,"823365",Álvarez,"-33.128516","-60.713401","-33º 7'43""","-60º42'48""",INDEC
"12215",MULTIPOINT(-60.8117710579368 -33.2360266733981),"82",Santa Fe,Rosario,"82084080",Carmen del Sauce,Localidad simple,"4112",Carmen del Sauce,"823386",Carmen del Sauce,"-33.236027","-60.811771","-33º14'10""","-60º48'42""",INDEC
"12216",MULTIPOINT(-60.6367606409017 -33.2395386776406),"82",Santa Fe,Rosario,"82084020",Albarellos,Localidad simple,"4139",Albarellos,"823358",Albarellos,"-33.239539","-60.636761","-33º14'22""","-60º38'12""",INDEC
"12218",MULTIPOINT(-60.8980737633767 -33.1720463201281),"82",Santa Fe,Rosario,"82084240",Pueblo Muñóz,Localidad simple,"1570",Pueblo Muñoz(Est. Bernard),"823435",Pueblo Muñoz,"-33.172046","-60.898074","-33º10'19""","-60º53'53""",INDEC
"12222",MULTIPOINT(-60.9678819494211 -33.2635759248671),"82",Santa Fe,Rosario,"82084060",Arminda,Localidad simple,"4133",Arminda,"823379",Arminda,"-33.263576","-60.967882","-33º15'49""","-60º58' 4""",INDEC
"12223",MULTIPOINT(-60.633435016675 -33.0763377572597),"82",Santa Fe,Rosario,"82084200",Monte Flores,Localidad simple,"6833",Monte Flores,"823372",Alvear,"-33.076338","-60.633435","-33º 4'35""","-60º38' 0""",INDEC
"12224",MULTIPOINT(-60.7063332396164 -32.8618305060886),"82",Santa Fe,Rosario,"82084160",Granadero Baigorria,Componente de localidad compuesta,"0003",Gran Rosario,"820196",Granadero Baigorria,"-32.861831","-60.706333","-32º51'43""","-60º42'23""",INDEC
"12225",MULTIPOINT(-60.836480369897 -33.2417639582494),"82",Santa Fe,Rosario,"82084010",Acébal,Localidad simple,"0484",Acebal,"823351",Acebal,"-33.241764","-60.836480","-33º14'30""","-60º50'11""",INDEC
"12226",MULTIPOINT(-60.5058458530957 -33.1304153870331),"82",Santa Fe,Rosario,"82084260",Puerto Arroyo Seco,Localidad simple,"6842",Puerto Arroyo Seco,"820182",Arroyo Seco,"-33.130415","-60.505846","-33º 7'49""","-60º30'21""",INDEC
"12227",MULTIPOINT(-60.4694380490748 -33.1938621179459),"82",Santa Fe,Rosario,"82084130",Fighiera,Localidad simple,"0521",Fighiera,"823400",Fighiera,"-33.193862","-60.469438","-33º11'38""","-60º28'10""",INDEC
"12228",MULTIPOINT(-60.796112390481 -33.1091396602734),"82",Santa Fe,Rosario,"82084220",Piñero,Localidad simple,"4108",Piñero (Est. Erasto),"823421",Piñero,"-33.109140","-60.796112","-33º 6'33""","-60º47'46""",INDEC
"12229",MULTIPOINT(-60.7854799082173 -32.8518641103817),"82",Santa Fe,Rosario,"82084170",Ibarlucea,Localidad simple,"1517",Ibarlucea,"823414",Ibarlucea,"-32.851864","-60.785480","-32º51' 7""","-60º47' 8""",INDEC
"12230",MULTIPOINT(-60.7219810563401 -33.1837048790854),"82",Santa Fe,Rosario,"82084100",Coronel Rodolfo S. Domínguez,Localidad simple,"1496",Coronel Rodolfo S. Domínguez,"823470",Coronel Rodolfo S. Domínguez,"-33.183705","-60.721981","-33º11' 1""","-60º43'19""",INDEC
"12231",MULTIPOINT(-60.7698686117531 -32.9988721693539),"82",Santa Fe,Rosario,"82084210",Pérez,Componente de localidad compuesta,"0003",Gran Rosario,"820203",Pérez,"-32.998872","-60.769869","-32º59'56""","-60º46'12""",INDEC
"12232",MULTIPOINT(-60.6849723150831 -33.0587898573267),"82",Santa Fe,Rosario,"82084180",Kilómetro 101,Localidad simple,"6832",Kilómetro 101,"823372",Alvear,"-33.058790","-60.684972","-33º 3'32""","-60º41' 6""",INDEC
"12233",MULTIPOINT(-60.8114362900311 -32.920864509257),"82",Santa Fe,Rosario,"82084140",Funes,Componente de localidad compuesta,"0003",Gran Rosario,"820189",Funes,"-32.920865","-60.811436","-32º55'15""","-60º48'41""",INDEC
"12234",MULTIPOINT(-60.7567548485249 -33.0275840215076),"82",Santa Fe,Rosario,"82084280",Soldini,Componente de localidad compuesta,"0003",Gran Rosario,"823442",Soldini,"-33.027584","-60.756755","-33º 1'39""","-60º45'24""",INDEC
"12235",MULTIPOINT(-60.7052495930472 -33.2660372695069),"82",Santa Fe,Rosario,"82084250",Pueblo Uranga,Localidad simple,"1329",Pueblo Uranga,"823449",Uranga,"-33.266037","-60.705250","-33º15'58""","-60º42'19""",INDEC
"12236",MULTIPOINT(-60.8784970110083 -33.019631886479),"82",Santa Fe,Rosario,"82084320",Zavalla,Localidad simple,"0509",Zavalla,"823463",Zavalla,"-33.019632","-60.878497","-33º 1'11""","-60º52'43""",INDEC
"12237",MULTIPOINT(-60.6026772155148 -33.3158545338128),"82",Santa Fe,Rosario,"82084090",Coronel Bogado,Localidad simple,"0758",Coronel Bogado,"823393",Coronel Bogado,"-33.315855","-60.602677","-33º18'57""","-60º36'10""",INDEC
"12238",MULTIPOINT(-60.7643248990354 -33.2442614331838),"82",Santa Fe,Rosario,"82084110",Cuatro Esquinas,Localidad simple,"4155",Cuatro Esquinas,"823386",Carmen del Sauce,"-33.244261","-60.764325","-33º14'39""","-60º45'52""",INDEC
"12239",MULTIPOINT(-60.5645578429181 -33.1100430426219),"82",Santa Fe,Rosario,"82084150",General Lagos,Localidad simple,"0849",General Lagos,"823407",General Lagos,"-33.110043","-60.564558","-33º 6'36""","-60º33'52""",INDEC
"12240",MULTIPOINT(-60.6331755763544 -32.9472133838031),"82",Santa Fe,Rosario,"82084270",Rosario,Componente de localidad compuesta,"0003",Gran Rosario,"820210",Rosario,"-32.947213","-60.633176","-32º56'50""","-60º37'59""",INDEC
"12241",MULTIPOINT(-60.633689287872 -33.025131923588),"82",Santa Fe,Rosario,"82084310",Villa Gobernador Gálvez,Componente de localidad compuesta,"0003",Gran Rosario,"820217",Villa Gobernador Gálvez,"-33.025132","-60.633689","-33º 1'30""","-60º38' 1""",INDEC
"12245",MULTIPOINT(-61.9610054265374 -30.534423803072),"82",Santa Fe,San Cristóbal,"82091260",Suardi,Localidad simple,"0506",Suardi,"823666",Suardi,"-30.534424","-61.961005","-30º32' 4""","-61º57'40""",INDEC
"12246",MULTIPOINT(-61.4695077989661 -30.715584856026),"82",Santa Fe,San Cristóbal,"82091180",Moisés Ville,Localidad simple,"0687",Moisés Ville,"823603",Moisés Ville,"-30.715585","-61.469508","-30º42'56""","-61º28'10""",INDEC
"12247",MULTIPOINT(-61.27115306531 -30.459709764108),"82",Santa Fe,San Cristóbal,"82091050",Capivara,Localidad simple,"6815",Capivara,"823498",Capivara,"-30.459710","-61.271153","-30º27'35""","-61º16'16""",INDEC
"12265",MULTIPOINT(-61.2880673055215 -29.8964173793999),"82",Santa Fe,San Cristóbal,"82091160",Las Avispas,Localidad simple,"6860",Las Avispas,"823589",Las Avispas,"-29.896417","-61.288067","-29º53'47""","-61º17'17""",INDEC
"12267",MULTIPOINT(-60.7467789752981 -30.5408409369612),"82",Santa Fe,San Cristóbal,"82091270",Villa Saralegui,Localidad simple,"4141",Villa Saralegui,"823673",Villa Saralegui,"-30.540841","-60.746779","-30º32'27""","-60º44'48""",INDEC
"12270",MULTIPOINT(-61.8770920891158 -30.2161084399834),"82",Santa Fe,San Cristóbal,"82091280",Villa Trinidad,Localidad simple,"0880",Villa Trinidad,"823680",Villa Trinidad,"-30.216108","-61.877092","-30º12'58""","-61º52'38""",INDEC
"12271",MULTIPOINT(-61.9838181025651 -30.3003827175452),"82",Santa Fe,San Cristóbal,"82091090",Colonia Rosa,Localidad simple,"4135",Colonia Rosa,"823519",Colonia Rosa,"-30.300383","-61.983818","-30º18' 1""","-61º59' 2""",INDEC
"12274",MULTIPOINT(-61.6226524252804 -30.7085842464352),"82",Santa Fe,San Cristóbal,"82091210",Palacios,Localidad simple,"4126",Palacios,"823631",Palacios,"-30.708584","-61.622652","-30º42'31""","-61º37'22""",INDEC
"12275",MULTIPOINT(-61.2184652472247 -30.0119939026675),"82",Santa Fe,San Cristóbal,"82091130",Huanqueros,Localidad simple,"1487",Huanqueros,"823554",Huanqueros,"-30.011994","-61.218465","-30º 0'43""","-61º13' 6""",INDEC
"12276",MULTIPOINT(-61.1783339619544 -30.0868012011416),"82",Santa Fe,San Cristóbal,"82091140",La Cabral,Localidad simple,"4163",La Cabral,"823561",La Cabral,"-30.086801","-61.178334","-30º 5'12""","-61º10'42""",INDEC
"12277",MULTIPOINT(-61.6342311211856 -30.4883676247272),"82",Santa Fe,San Cristóbal,"82091190",Monigotes,Localidad simple,"4123",Monigotes,"823610",Monigotes,"-30.488368","-61.634231","-30º29'18""","-61º38' 3""",INDEC
"12278",MULTIPOINT(-61.3197338176105 -30.663518100057),"82",Santa Fe,San Cristóbal,"82091100",Constanza,Localidad simple,"6801",Constanza,"823526",Constanza,"-30.663518","-61.319734","-30º39'49""","-61º19'11""",INDEC
"12279",MULTIPOINT(-61.0033083378092 -30.4196656829432),"82",Santa Fe,San Cristóbal,"82091145",La Lucila,Localidad simple,"6864",La Lucila,"823575",La Lucila,"-30.419666","-61.003308","-30º25'11""","-61º 0'12""",INDEC
"12281",MULTIPOINT(-61.9450937118177 -29.8818941399429),"82",Santa Fe,San Cristóbal,"82091060",Ceres,Localidad simple,"0205",Ceres,"820224",Ceres,"-29.881894","-61.945094","-29º52'55""","-61º56'42""",INDEC
"12282",MULTIPOINT(-61.5760229575257 -30.0152416333581),"82",Santa Fe,San Cristóbal,"82091020",Ambrosetti,Localidad simple,"1456",Ambrosetti,"823484",Ambrosetti,"-30.015242","-61.576023","-30º 0'55""","-61º34'34""",INDEC
"12283",MULTIPOINT(-61.7877436526078 -30.6678459307087),"82",Santa Fe,San Cristóbal,"82091080",Colonia Bossi,Localidad simple,"6851",Colonia Bossi,"823512",Colonia Bossi,"-30.667846","-61.787744","-30º40' 4""","-61º47'16""",INDEC
"12284",MULTIPOINT(-60.89426045096 -30.1161023710274),"82",Santa Fe,San Cristóbal,"82091010",Aguará Grande,Localidad simple,"6858",Aguará Grande,"823477",Aguará Grande,"-30.116102","-60.894260","-30º 6'58""","-60º53'39""",INDEC
"12285",MULTIPOINT(-61.6258227206526 -30.6302565241446),"82",Santa Fe,San Cristóbal,"82091170",Las Palmeras,Localidad simple,"1617",Las Palmeras,"823596",Las Palmeras,"-30.630257","-61.625823","-30º37'49""","-61º37'33""",INDEC
"12286",MULTIPOINT(-61.793504117004 -30.1102872894237),"82",Santa Fe,San Cristóbal,"82091150",La Rubia,Localidad simple,"4131",La Rubia,"823582",La Rubia,"-30.110287","-61.793504","-30º 6'37""","-61º47'37""",INDEC
"12287",MULTIPOINT(-61.2419055056176 -29.9809130687161),"82",Santa Fe,San Cristóbal,"82091040",Balneario La Verde,Localidad simple,"6850",Balneario La Verde,"823554",Huanqueros,"-29.980913","-61.241906","-29º58'51""","-61º14'31""",INDEC
"12289",MULTIPOINT(-61.1810772669898 -30.1865677486846),"82",Santa Fe,San Cristóbal,"82091240",Santurce,Localidad simple,"6821",Santurce,"823652",Santurce,"-30.186568","-61.181077","-30º11'12""","-61º10'52""",INDEC
"12290",MULTIPOINT(-61.8391492625401 -30.0039445489392),"82",Santa Fe,San Cristóbal,"82091120",Hersilia,Localidad simple,"0668",Hersilia,"823547",Hersilia,"-30.003945","-61.839149","-30º 0'14""","-61º50'21""",INDEC
"12291",MULTIPOINT(-60.9145137681214 -30.6196492468845),"82",Santa Fe,San Cristóbal,"82091250",Soledad,Localidad simple,"1191",Soledad,"823659",Soledad,"-30.619649","-60.914514","-30º37'11""","-60º54'52""",INDEC
"12295",MULTIPOINT(-61.9173192981809 -30.3584540113083),"82",Santa Fe,San Cristóbal,"82091230",San Guillermo,Localidad simple,"0465",San Guillermo,"823645",San Guillermo,"-30.358454","-61.917319","-30º21'30""","-61º55' 2""",INDEC
"12296",MULTIPOINT(-61.1333760901584 -30.3698188713675),"82",Santa Fe,San Cristóbal,"82091200",Ñanducita,Localidad simple,"6814",Ńanducita,"823624",Ñanducita,"-30.369819","-61.133376","-30º22'11""","-61º 8' 0""",INDEC
"12300",MULTIPOINT(-61.7280214612071 -30.2324174704935),"82",Santa Fe,San Cristóbal,"82091030",Arrufo,Localidad simple,"0980",Arrufo,"823491",Arrufo,"-30.232417","-61.728021","-30º13'57""","-61º43'41""",INDEC
"12304",MULTIPOINT(-61.653130514975 -30.3961040247517),"82",Santa Fe,San Cristóbal,"82091110",Curupaytí,Localidad simple,"4168",Curupaity,"823533",Curupaity,"-30.396104","-61.653131","-30º23'46""","-61º39'11""",INDEC
"12305",MULTIPOINT(-61.2362062523892 -30.3116894195823),"82",Santa Fe,San Cristóbal,"82091220",San Cristóbal,Localidad simple,"0187",San Cristóbal,"820231",San Cristóbal,"-30.311689","-61.236206","-30º18'42""","-61º14'10""",INDEC
"12316",MULTIPOINT(-61.9136925511771 -30.1437487051909),"82",Santa Fe,San Cristóbal,"82091070",Colonia Ana,Localidad simple,"6825",Colonia Ana,"823505",Colonia Ana,"-30.143749","-61.913693","-30º 8'37""","-61º54'49""",INDEC
"12330",MULTIPOINT(-59.9281005227685 -30.5816675393883),"82",Santa Fe,San Javier,"82098060",San Javier,Localidad simple,"0267",San Javier,"820238",San Javier,"-30.581668","-59.928101","-30º34'54""","-59º55'41""",INDEC
"12331",MULTIPOINT(-60.2298081562417 -30.6563424367287),"82",Santa Fe,San Javier,"82098020",Cacique Ariacaiquín,Localidad simple,"4162",Cacique Ariacaiquín,"823694",Cacique Ariacaiquín,"-30.656342","-60.229808","-30º39'23""","-60º13'47""",INDEC
"12332",MULTIPOINT(-60.1409366948519 -30.4477817388248),"82",Santa Fe,San Javier,"82098040",La Brava,Localidad simple,"4116",La Brava,"823708",La Brava,"-30.447782","-60.140937","-30º26'52""","-60º 8'27""",INDEC
"12336",MULTIPOINT(-59.7477023849584 -29.4995978982009),"82",Santa Fe,San Javier,"82098050",Romang,Localidad simple,"0388",Romang,"823715",Romang,"-29.499598","-59.747702","-29º29'59""","-59º44'52""",INDEC
"12338",MULTIPOINT(-59.826868622909 -29.9092096293439),"82",Santa Fe,San Javier,"82098010",Alejandra,Localidad simple,"0823",Alejandra,"823687",Alejandra,"-29.909210","-59.826869","-29º54'33""","-59º49'37""",INDEC
"12339",MULTIPOINT(-59.9265923492876 -29.5581192781533),"82",Santa Fe,San Javier,"82098030",Colonia Durán,Localidad simple,"4167",Colonia Durán,"823701",Colonia Durán,"-29.558119","-59.926592","-29º33'29""","-59º55'36""",INDEC
"12350",MULTIPOINT(-61.2243286280213 -32.0302817532627),"82",Santa Fe,San Jerónimo,"82105130",Gálvez,Localidad simple,"0158",Gálvez,"820252",Gálvez,"-32.030282","-61.224329","-32º 1'49""","-61º13'28""",INDEC
"12351",MULTIPOINT(-61.1268640195101 -31.874298950578),"82",Santa Fe,San Jerónimo,"82105140",Gessler,Localidad simple,"1351",Gessler,"823785",Gessler,"-31.874299","-61.126864","-31º52'27""","-61º 7'37""",INDEC
"12352",MULTIPOINT(-60.9233125810172 -32.2429521983324),"82",Santa Fe,San Jerónimo,"82105210",Puerto Aragón,Localidad simple,"4178",Puerto Aragón,"823729",Barrancas,"-32.242952","-60.923313","-32º14'35""","-60º55'24""",INDEC
"12358",MULTIPOINT(-60.9428302735559 -32.360370426828),"82",Santa Fe,San Jerónimo,"82105200",Monje,Localidad simple,"0856",Monje,"823827",Monje,"-32.360370","-60.942830","-32º21'37""","-60º56'34""",INDEC
"12359",MULTIPOINT(-61.0457516456142 -31.9354149257383),"82",Santa Fe,San Jerónimo,"82105160",Larrechea,Localidad simple,"4111",Larrechea,"823799",Larrechea,"-31.935415","-61.045752","-31º56' 7""","-61º 2'45""",INDEC
"12361",MULTIPOINT(-61.1157987861191 -32.0761717565379),"82",Santa Fe,San Jerónimo,"82105220",San Eugenio,Localidad simple,"6813",San Eugenio,"823834",San Eugenio,"-32.076172","-61.115799","-32º 4'34""","-61º 6'57""",INDEC
"12363",MULTIPOINT(-60.9160919168416 -31.9744848131131),"82",Santa Fe,San Jerónimo,"82105090",Coronda,Localidad simple,"0198",Coronda,"820245",Coronda,"-31.974485","-60.916092","-31º58'28""","-60º54'58""",INDEC
"12364",MULTIPOINT(-61.3599440342638 -32.3716513477851),"82",Santa Fe,San Jerónimo,"82105240",San Genaro,Componente de localidad compuesta,"0310",San Genaro Norte - San Genaro,"820256",San Genaro,"-32.371651","-61.359944","-32º22'18""","-61º21'36""",INDEC
"12365",MULTIPOINT(-60.8924601993888 -32.4568417564494),"82",Santa Fe,San Jerónimo,"82105190",Maciel,Localidad simple,"0428",Maciel,"823820",Maciel,"-32.456842","-60.892460","-32º27'25""","-60º53'33""",INDEC
"12366",MULTIPOINT(-60.8892460452894 -31.8705513326584),"82",Santa Fe,San Jerónimo,"82105100",Desvío Arijón,Localidad simple,"0844",Desvío Arijón,"823764",Desvío Arijón,"-31.870551","-60.889246","-31º52'14""","-60º53'21""",INDEC
"12367",MULTIPOINT(-61.1566874883448 -32.1696834044551),"82",Santa Fe,San Jerónimo,"82105060",Bernardo de Irigoyen,Localidad simple,"0918",Bernardo de Irigoyen (Est. Irigoyen),"823736",Bernardo de Irigoyen,"-32.169683","-61.156687","-32º10'11""","-61º 9'24""",INDEC
"12368",MULTIPOINT(-60.9768144674568 -32.0824865322644),"82",Santa Fe,San Jerónimo,"82105010",Arocena,Localidad simple,"1046",Arocena,"823722",Arocena,"-32.082487","-60.976814","-32º 4'57""","-60º58'37""",INDEC
"12369",MULTIPOINT(-60.8765483675485 -32.3340402520905),"82",Santa Fe,San Jerónimo,"82105020",Balneario Monje,Localidad simple,"6831",Balneario Monje,"823827",Monje,"-32.334040","-60.876548","-32º20' 3""","-60º52'36""",INDEC
"12370",MULTIPOINT(-61.4072475691359 -32.2960243001285),"82",Santa Fe,San Jerónimo,"82105080",Centeno,Localidad simple,"0669",Centeno,"823757",Centeno,"-32.296024","-61.407248","-32º17'46""","-61º24'26""",INDEC
"12371",MULTIPOINT(-61.2777538760134 -31.9048159974825),"82",Santa Fe,San Jerónimo,"82105180",López,Localidad simple,"1116",López (Est. San Martín de Tours),"823813",López,"-31.904816","-61.277754","-31º54'17""","-61º16'40""",INDEC
"12372",MULTIPOINT(-60.9305568319027 -32.1285761793514),"82",Santa Fe,San Jerónimo,"82105050",Barrio El Pacaá - Barrio Comipini,Localidad simple,"6862",Barrio El Pacaá - Barrio Comipini,"823722",Arocena,"-32.128576","-60.930557","-32º 7'43""","-60º55'50""",INDEC
"12373",MULTIPOINT(-61.1767113208379 -31.9619571202998),"82",Santa Fe,San Jerónimo,"82105170",Loma Alta,Localidad simple,"6809",Loma Alta,"823806",Loma Alta,"-31.961957","-61.176711","-31º57'43""","-61º10'36""",INDEC
"12375",MULTIPOINT(-60.8650325885341 -31.837920072339),"82",Santa Fe,San Jerónimo,"82105040",Barrio Caima,Localidad simple,"6852",Barrio Caima,"823764",Desvío Arijón,"-31.837920","-60.865033","-31º50'17""","-60º51'54""",INDEC
"12378",MULTIPOINT(-61.1102298513194 -32.158147325032),"82",Santa Fe,San Jerónimo,"82105150",Irigoyen,Localidad simple,"1242",Irigoyen,"823792",Irigoyen,"-32.158147","-61.110230","-32º 9'29""","-61º 6'37""",INDEC
"12379",MULTIPOINT(-60.9835149225084 -32.2345807567088),"82",Santa Fe,San Jerónimo,"82105030",Barrancas,Localidad simple,"0488",Barrancas,"823729",Barrancas,"-32.234581","-60.983515","-32º14' 4""","-60º59' 1""",INDEC
"12380",MULTIPOINT(-61.0864484149339 -32.3705808222622),"82",Santa Fe,San Jerónimo,"82105110",Díaz,Localidad simple,"0941",Díaz,"823771",Díaz,"-32.370581","-61.086448","-32º22'14""","-61º 5'11""",INDEC
"12382",MULTIPOINT(-61.1264680407656 -32.2630084714591),"82",Santa Fe,San Jerónimo,"82105070",Casalegno,Localidad simple,"4165",Casalegno,"823750",Casalegno,"-32.263008","-61.126468","-32º15'47""","-61º 7'35""",INDEC
"12383",MULTIPOINT(-61.3371671845922 -32.3649521820216),"82",Santa Fe,San Jerónimo,"82105250",San Genaro Norte,Componente de localidad compuesta,"0310",San Genaro Norte - San Genaro,"820256",San Genaro,"-32.364952","-61.337167","-32º21'54""","-61º20'14""",INDEC
"12384",MULTIPOINT(-60.983122613202 -32.1379267171111),"82",Santa Fe,San Jerónimo,"82105230",San Fabián,Localidad simple,"1475",San Fabián,"823841",San Fabián,"-32.137927","-60.983123","-32º 8'17""","-60º58'59""",INDEC
"12386",MULTIPOINT(-60.8178144085059 -32.4325244270379),"82",Santa Fe,San Jerónimo,"82105120",Gaboto,Localidad simple,"0806",Gaboto,"823778",Gaboto,"-32.432524","-60.817814","-32º25'57""","-60º49' 4""",INDEC
"12392",MULTIPOINT(-60.3152433947699 -30.038474096133),"82",Santa Fe,San Justo,"82112100",Pedro Gómez Cello,Localidad simple,"1572",Pedro Gómez Cello,"823932",Pedro Gómez Cello,"-30.038474","-60.315243","-30º 2'19""","-60º18'55""",INDEC
"12408",MULTIPOINT(-60.5059519981729 -30.6719500341159),"82",Santa Fe,San Justo,"82112110",Ramayón,Localidad simple,"4105",Ramayón,"823939",Ramayón,"-30.671950","-60.505952","-30º40'19""","-60º30'21""",INDEC
"12409",MULTIPOINT(-60.4305625615632 -30.4473008902458),"82",Santa Fe,San Justo,"82112150",Silva,Localidad simple,"4151",Silva (Est. Abipones),"823960",Silva,"-30.447301","-60.430563","-30º26'50""","-60º25'50""",INDEC
"12411",MULTIPOINT(-60.5933005911998 -30.7891711509703),"82",Santa Fe,San Justo,"82112130",San Justo,Localidad simple,"0146",San Justo,"820259",San Justo,"-30.789171","-60.593301","-30º47'21""","-60º35'36""",INDEC
"12413",MULTIPOINT(-60.3035143476299 -30.3457142621827),"82",Santa Fe,San Justo,"82112140",San Martín Norte,Localidad simple,"4109",San Martín Norte,"823953",San Martín Norte,"-30.345714","-60.303514","-30º20'45""","-60º18'13""",INDEC
"12414",MULTIPOINT(-60.645191800097 -31.0406925861747),"82",Santa Fe,San Justo,"82112040",Esther,Localidad simple,"4172",Esther,"823883",Esther,"-31.040693","-60.645192","-31º 2'26""","-60º38'43""",INDEC
"12415",MULTIPOINT(-60.4002397836296 -30.3629535491006),"82",Santa Fe,San Justo,"82112050",Gobernador Crespo,Localidad simple,"0533",Gobernador Crespo,"823890",Gobernador Crespo,"-30.362954","-60.400240","-30º21'47""","-60º24' 1""",INDEC
"12416",MULTIPOINT(-60.4683075561457 -30.5809351404083),"82",Santa Fe,San Justo,"82112080",Marcelino Escalada,Localidad simple,"0931",Marcelino Escalada,"823918",Marcelino Escalada,"-30.580935","-60.468308","-30º34'51""","-60º28' 6""",INDEC
"12417",MULTIPOINT(-60.6501755316761 -30.8556658864188),"82",Santa Fe,San Justo,"82112010",Angeloni,Localidad simple,"6822",Angeloni,"823862",Angeloni,"-30.855666","-60.650176","-30º51'20""","-60º39' 1""",INDEC
"12419",MULTIPOINT(-60.4670361251567 -30.9487761732862),"82",Santa Fe,San Justo,"82112090",Naré,Localidad simple,"4134",Naré,"823925",Naré,"-30.948776","-60.467036","-30º56'56""","-60º28' 1""",INDEC
"12420",MULTIPOINT(-60.3304860707389 -30.382384557723),"82",Santa Fe,San Justo,"82112030",Colonia Dolores,Localidad simple,"4143",Colonia Dolores,"823876",Colonia Dolores,"-30.382385","-60.330486","-30º22'57""","-60º19'50""",INDEC
"12421",MULTIPOINT(-60.338807685305 -30.144270055071),"82",Santa Fe,San Justo,"82112160",Vera y Pintado,Localidad simple,"1194",Vera y Pintado (Est. Guaraníes),"823967",Vera y Pintado,"-30.144270","-60.338808","-30º 8'39""","-60º20'20""",INDEC
"12423",MULTIPOINT(-60.5212493500233 -30.3467233829811),"82",Santa Fe,San Justo,"82112070",La Penca y Caraguatá,Localidad simple,"4171",La Penca y Caraguatá,"823911",La Penca y Caraguatá,"-30.346723","-60.521249","-30º20'48""","-60º31'16""",INDEC
"12425",MULTIPOINT(-60.6570125965506 -30.9429218479973),"82",Santa Fe,San Justo,"82112170",Videla,Localidad simple,"0847",Videla,"823974",Videla,"-30.942922","-60.657013","-30º56'35""","-60º39'25""",INDEC
"12426",MULTIPOINT(-60.5739772160101 -30.8891775364124),"82",Santa Fe,San Justo,"82112120",San Bernardo,Localidad simple,"6835",San Bernardo,"823946",San Bernardo,"-30.889178","-60.573977","-30º53'21""","-60º34'26""",INDEC
"12432",MULTIPOINT(-60.5798783953644 -31.1128097019696),"82",Santa Fe,San Justo,"82112020",Cayastacito,Localidad simple,"4137",Cayastacito,"823869",Cayastacito,"-31.112810","-60.579878","-31º 6'46""","-60º34'48""",INDEC
"12433",MULTIPOINT(-60.3636042782129 -30.2236712000618),"82",Santa Fe,San Justo,"82112060",La Criolla,Localidad simple,"0891",La Criolla (Est. Cañadita),"823904",La Criolla,"-30.223671","-60.363604","-30º13'25""","-60º21'49""",INDEC
"12435",MULTIPOINT(-61.0276951551143 -32.8793987837978),"82",Santa Fe,San Lorenzo,"82119120",San Jerónimo Sud,Localidad simple,"0706",San Jerónimo Sud,"824023",San Jerónimo Sud,"-32.879399","-61.027695","-32º52'46""","-61º 1'40""",INDEC
"12436",MULTIPOINT(-61.0562946555637 -33.3119649556946),"82",Santa Fe,San Lorenzo,"82119160",Villa Mugueta,Localidad simple,"0719",Villa Mugueta,"824037",Villa Mugueta,"-33.311965","-61.056295","-33º18'43""","-61º 3'23""",INDEC
"12438",MULTIPOINT(-60.7356874598046 -32.7472614035676),"82",Santa Fe,San Lorenzo,"82119130",San Lorenzo,Componente de localidad compuesta,"0003",Gran Rosario,"820301",San Lorenzo,"-32.747261","-60.735687","-32º44'50""","-60º44' 8""",INDEC
"12441",MULTIPOINT(-60.8182757783376 -32.6413382020188),"82",Santa Fe,San Lorenzo,"82119150",Villa Elvira,Componente de localidad compuesta,"4176",Villa La Rivera - Villa Elvira,"824030",Timbúes,"-32.641338","-60.818276","-32º38'29""","-60º49' 6""",INDEC
"12442",MULTIPOINT(-60.7840718821777 -32.7706325511652),"82",Santa Fe,San Lorenzo,"82119100",Ricardone,Localidad simple,"1450",Ricardone,"824016",Ricardone,"-32.770633","-60.784072","-32º46'14""","-60º47' 3""",INDEC
"12443",MULTIPOINT(-61.0430535409981 -33.0176482197441),"82",Santa Fe,San Lorenzo,"82119090",Pujato,Localidad simple,"0604",Pujato,"824009",Pujato,"-33.017648","-61.043054","-33º 1' 4""","-61º 2'35""",INDEC
